title,year,budget,gross,duration,classification,votes,rating,language,country,cast_total_facebook_likes,action,adventure,fantasy,sci_fi,thriller,romance,comedy,other,drama,crime
Can't Stop the Music ,1980,20000000,2000000,124,PG,2998,4.5,English,USA,1462,0,0,0,0,0,0,1,1,0,0
The Proposition ,2005,2000000,1900725,104,15,43205,7.4,English,Australia,2129,0,0,0,0,0,0,0,1,1,1
Courage ,2015,20000000,2246000,118,PG,2302,7,English,USA,3384,0,0,0,0,0,0,0,1,1,0
Marci X ,2003,20000000,1646664,80,15,4518,2.8,English,USA,2467,0,0,0,0,0,0,1,1,0,0
Equilibrium ,2002,20000000,1190018,107,15,261317,7.5,English,USA,25088,1,0,0,1,1,0,0,0,1,0
The Children of Huang Shi ,2008,40000000,1027749,125,15,8087,7.1,English,Australia,1003,0,0,0,0,0,0,0,1,1,0
The Yards ,2000,24000000,882710,115,15,16215,6.4,English,USA,11433,0,0,0,0,1,1,0,0,1,1
The Oogieloves in the Big Balloon Adventure ,2012,20000000,1064277,88,U,14015,6.7,English,USA,1978,0,1,1,0,0,0,0,1,0,0
By the Sea ,2015,10000000,531009,122,15,7976,5.3,English,USA,22319,0,0,0,0,0,1,0,0,1,0
Steamboy ,2004,2127519898,410388,103,12A,13727,6.9,Japanese,Japan,991,1,1,0,1,1,0,0,1,0,0
The Game of Their Lives ,2005,20000000,375474,101,PG,2613,6.2,English,USA,20354,0,0,0,0,0,0,0,1,1,0
Rapa Nui ,1994,20000000,305070,107,15,3843,6.4,English,USA,1592,1,1,0,0,0,1,0,1,1,0
Dylan Dog: Dead of Night ,2010,20000000,1183354,107,12A,13026,5.1,English,USA,1577,1,0,1,1,1,0,1,1,0,1
People I Know ,2002,22000000,121972,100,15,9868,5.5,English,USA,15612,0,0,0,0,0,0,0,1,1,1
The Tempest ,2010,20000000,263365,110,12A,6147,5.4,English,USA,3785,0,0,1,0,0,1,1,0,1,0
The Painted Veil ,2006,19400000,8047690,125,12A,77656,7.5,Mandarin,China,2608,0,0,0,0,0,1,0,0,1,0
The Baader Meinhof Complex ,2008,20000000,476270,184,15,29602,7.4,German,Germany,1601,1,0,0,0,0,0,0,1,1,1
Dances with Wolves ,1990,22000000,184208848,236,12A,186485,8,English,USA,2398,0,1,0,0,0,0,0,1,1,0
Bad Teacher ,2011,20000000,100292856,97,15,160418,5.7,English,USA,5547,0,0,0,0,0,0,1,0,0,0
Sea of Love ,1989,19000000,58571513,113,15,30213,6.8,English,USA,15914,0,0,0,0,1,0,0,1,1,1
A Cinderella Story ,2004,20000000,51431160,95,PG,62861,5.9,English,USA,3092,0,0,0,0,0,1,1,1,0,0
Scream ,1996,15000000,103001286,103,15,222018,7.2,English,USA,1212,0,0,0,0,0,0,0,1,0,0
Thir13en Ghosts ,2001,20000000,41867960,91,15,65512,5.5,English,USA,3023,0,0,0,0,0,0,0,1,0,0
Back to the Future ,1985,19000000,210609762,116,PG,732212,8.5,English,USA,3230,0,1,0,1,0,0,1,0,0,0
House on Haunted Hill ,1999,19000000,40846082,93,15,45317,5.6,English,USA,2872,0,0,0,0,1,0,0,1,0,0
I Can Do Bad All by Myself ,2009,13000000,51697449,113,12A,8346,4.1,English,USA,1465,0,0,0,0,0,0,1,0,1,0
The Switch ,2010,19000000,27758465,101,12A,77987,6.1,English,USA,1292,0,0,0,0,0,1,1,0,1,0
Just Married ,2003,18000000,56127162,95,12A,57479,5.4,English,USA,2020,0,0,0,0,0,1,1,0,0,0
Thomas and the Magic Railroad ,2000,19000000,15911333,85,U,2855,3.6,English,UK,2429,0,1,1,0,0,0,1,1,1,0
The Crazies ,2010,20000000,39103378,101,15,93272,6.5,English,USA,2609,0,0,0,0,1,0,0,1,0,0
Spirited Away ,2001,19000000,10049886,125,PG,417971,8.6,Japanese,Japan,44,0,1,1,0,0,0,0,1,0,0
The Bounty ,1984,25000000,8600000,132,PG,17982,7,English,UK,28094,1,1,0,0,0,1,0,1,1,0
The Book Thief ,2013,19000000,21483154,131,12A,98741,7.6,English,USA,1985,0,0,0,0,0,0,0,1,1,0
Sex Drive ,2008,19000000,8396942,129,15,72715,6.5,English,USA,4324,0,1,0,0,0,1,1,0,0,0
Leap Year ,2010,19000000,12561,100,PG,71276,6.4,English,USA,4094,0,0,0,0,0,1,1,0,0,0
Take Me Home Tonight ,2011,23000000,6923891,97,15,43867,6.3,English,USA,5519,0,0,0,0,0,1,1,0,1,0
The Nutcracker ,1993,19000000,2119994,92,U,1153,5.7,English,USA,2,0,0,1,0,0,0,0,1,0,0
Kansas City ,1996,19000000,1292527,116,15,3536,6.3,English,France,14579,0,0,0,0,1,0,0,1,1,1
The Amityville Horror ,2005,19000000,64255243,90,15,80903,6,English,USA,120797,0,0,0,0,1,0,0,1,1,0
Adaptation. ,2002,19000000,22245861,81,15,143251,7.7,English,USA,25489,0,0,0,0,0,0,1,0,1,0
Land of the Dead ,2005,15000000,20433940,97,15,78883,6.2,English,Canada,1876,0,0,0,0,0,0,0,1,0,0
Fear and Loathing in Las Vegas ,1998,18500000,10562387,118,15,213226,7.7,English,USA,43105,0,1,0,0,0,0,1,0,1,0
The Invention of Lying ,2009,18500000,18439082,100,12A,94292,6.4,English,USA,7252,0,0,1,0,0,1,1,0,0,0
Neighbors ,2014,18000000,150056505,97,15,216581,6.4,English,USA,2771,0,0,0,0,0,0,1,0,0,0
The Mask ,1994,18000000,119938730,114,12A,265818,6.9,English,USA,2085,1,0,1,0,0,0,1,0,0,1
Big ,1988,18000000,114968774,130,PG,153468,7.3,English,USA,28018,0,0,1,0,0,1,1,1,1,0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,2006,18000000,128505958,82,15,297014,7.3,English,USA,505,0,0,0,0,0,0,1,0,0,0
Legally Blonde ,2001,18000000,95001351,96,12A,131801,6.2,English,USA,4380,0,0,0,0,0,1,1,0,0,0
Star Trek III: The Search for Spock ,1984,17000000,76400000,105,PG,58743,6.6,English,USA,14762,1,1,0,1,0,0,0,0,0,0
The Exorcism of Emily Rose ,2005,20000000,75072454,122,12A,96569,6.7,English,USA,2759,0,0,0,0,1,0,0,1,1,0
Deuce Bigalow: Male Gigolo ,1999,17000000,65535067,88,15,59380,5.7,English,USA,2604,0,0,0,0,0,1,1,0,0,0
Left Behind ,2014,16000000,13998282,110,12A,24854,3.1,English,USA,15044,1,0,1,0,1,0,0,1,1,0
The Family Stone ,2005,17000000,6061759,103,12A,49077,6.3,English,USA,1615,0,0,0,0,0,1,1,0,1,0
Barbershop 2: Back in Business ,2004,18000000,64955956,106,12A,10104,5.7,English,USA,3956,0,0,0,0,0,0,1,0,1,0
Bad Santa ,2003,18000000,60057639,98,15,107815,7.1,English,USA,3151,0,0,0,0,0,0,1,0,1,1
Austin Powers: International Man of Mystery ,1997,17000000,53868030,68,12A,183425,7,English,USA,10557,0,0,0,0,0,0,1,0,0,1
My Big Fat Greek Wedding 2 ,2016,18000000,59573085,94,12A,13562,6.1,English,USA,2259,0,0,0,0,0,1,1,1,0,0
Diary of a Wimpy Kid: Rodrick Rules ,2011,21000000,52691009,99,PG,18727,6.6,English,USA,3567,0,0,0,0,0,0,1,1,0,0
Predator ,1987,15000000,59735548,107,15,290949,7.8,English,USA,4223,1,0,0,1,0,0,0,1,0,0
Amadeus ,1984,18000000,51600000,180,15,270790,8.3,English,USA,3076,0,0,0,0,0,0,0,1,1,0
Prom Night ,2008,20000000,43818159,89,12A,27664,3.9,English,USA,4867,0,0,0,0,0,0,0,1,0,0
Mean Girls ,2004,17000000,86049418,97,12A,245989,7,English,USA,5032,0,0,0,0,0,0,1,0,0,0
Under the Tuscan Sun ,2003,18000000,43601508,113,12A,35718,6.7,English,USA,1310,0,0,0,0,0,1,1,0,1,0
Gosford Park ,2001,19800000,41300105,131,15,65201,7.3,English,UK,3261,0,0,0,0,0,0,0,1,1,0
Peggy Sue Got Married ,1986,18000000,41382841,103,12A,27149,6.3,English,USA,14672,0,0,1,0,0,1,1,0,1,0
Birdman or (The Unexpected Virtue of Ignorance) ,2014,18000000,42335698,119,15,395087,7.8,English,USA,21668,0,0,0,0,0,1,1,0,1,0
Blue Jasmine ,2013,18000000,33404871,98,12A,150082,7.3,English,USA,1353,0,0,0,0,0,0,0,0,1,0
United 93 ,2006,15000000,31471430,111,15,83374,7.6,English,USA,313,0,0,0,0,1,0,0,1,1,0
Honey ,2003,25000000,30222640,94,12A,36666,5.3,English,USA,4868,0,0,0,0,0,1,0,1,1,0
Glory ,1989,18000000,26830000,122,15,101889,7.9,English,USA,32930,0,0,0,0,0,0,0,1,1,0
Spy Hard ,1996,18000000,26906039,81,12A,29621,5.3,English,USA,2653,1,0,0,0,0,0,1,0,0,0
The Fog ,1980,1000000,21378000,89,15,46492,6.8,English,USA,4877,0,0,1,0,0,0,0,1,0,0
Soul Surfer ,2011,18000000,43853424,106,PG,35514,7.1,English,USA,5024,0,0,0,0,0,0,0,1,1,0
Observe and Report ,2009,18000000,23993605,86,15,52467,5.8,English,USA,727,0,0,0,0,0,0,1,0,1,1
Conan the Destroyer ,1984,18000000,26400000,103,PG,62009,5.8,English,USA,2481,1,1,1,0,0,0,0,0,0,0
Raging Bull ,1980,18000000,45250,121,15,235133,8.3,English,USA,23008,0,0,0,0,0,0,0,1,1,0
Love Happens ,2009,18000000,22927390,109,12A,25344,5.6,English,USA,4947,0,0,0,0,0,1,0,0,1,0
Young Sherlock Holmes ,1985,18000000,4250320,109,12A,14870,6.8,English,USA,605,0,1,1,0,1,0,0,1,0,0
Fame ,2009,18000000,22452209,123,PG,14062,5,English,USA,5734,0,0,0,0,0,1,1,1,1,0
127 Hours ,2010,18000000,18329466,94,15,279179,7.6,English,USA,11984,0,1,0,0,1,0,0,1,1,0
Small Time Crooks ,2000,18000000,17071230,94,PG,31169,6.7,English,USA,23283,0,0,0,0,0,0,1,0,0,1
Center Stage ,2000,18000000,17174870,115,12A,15817,6.7,English,USA,1201,0,0,0,0,0,1,0,1,1,0
Love the Coopers ,2015,17000000,26284475,107,12A,9051,5.7,English,USA,10691,0,0,0,0,0,0,1,0,0,0
Catch That Kid ,2004,18000000,16702864,91,PG,8023,5.2,English,USA,18711,0,0,0,0,0,0,1,0,0,1
Life as a House ,2001,18000000,15561627,125,15,39105,7.5,English,USA,21622,0,0,0,0,0,0,0,0,1,0
Steve Jobs ,2015,30000000,17750583,122,15,93548,7.2,English,UK,28933,0,0,0,0,0,0,0,1,1,0
"I Love You, Beth Cooper ",2009,18000000,14793904,102,12A,28209,5.3,English,Canada,4072,0,0,0,0,0,1,1,0,0,0
Youth in Revolt ,2009,18000000,15281286,90,15,64646,6.5,English,USA,16004,0,0,0,0,0,1,1,0,1,0
The Legend of the Lone Ranger ,1981,18000000,8000000,98,PG,1400,5,English,USA,927,1,1,0,0,0,0,0,1,0,0
The Tailor of Panama ,2001,18000000,13491653,109,15,23728,6.1,English,USA,14995,0,0,0,0,1,0,0,0,1,0
Getaway ,2013,18000000,10494494,90,12A,19586,4.4,English,USA,676,1,0,0,0,1,0,0,0,0,1
The Ice Storm ,1997,18000000,7837632,112,15,46396,7.5,English,USA,1466,0,0,0,0,0,0,0,0,1,0
And So It Goes ,2014,18000000,15155772,94,12A,8895,5.7,English,USA,1673,0,0,0,0,0,1,1,0,1,0
Troop Beverly Hills ,1989,18000000,8508843,105,PG,7470,5.5,English,USA,2368,0,1,0,0,0,0,1,0,0,0
Being Julia ,2004,18000000,7739049,104,15,10680,7.1,English,Canada,847,0,0,0,0,0,1,1,0,1,0
9½ Weeks ,1986,17000000,6734844,112,15,29591,5.9,English,USA,711,0,0,0,0,0,1,0,0,1,0
Dragonslayer ,1981,18000000,6000000,108,PG,10832,6.7,English,USA,1263,1,1,1,0,0,0,0,0,0,0
The Last Station ,2009,13000000,6615578,112,15,15352,7,English,Germany,1341,0,0,0,0,0,1,0,1,1,0
Ed Wood ,1994,18000000,5887457,127,15,142416,7.9,English,USA,56585,0,0,0,0,0,0,1,1,1,0
Labor Day ,2013,18000000,13362308,111,12A,31898,6.9,English,USA,39307,0,0,0,0,0,0,0,0,1,0
RocknRolla ,2008,18000000,5694401,114,15,194489,7.3,English,UK,46944,1,0,0,0,1,0,0,0,0,1
Megaforce ,1982,20000000,5333658,99,PG,2541,3.5,English,USA,1356,1,0,0,1,0,0,0,0,0,0
Hamlet ,1996,18000000,4414535,150,12A,30618,7.8,English,UK,1645,0,0,0,0,0,0,0,0,1,0
Anything Else ,2003,18000000,3203044,108,15,25165,6.4,English,USA,14843,0,0,0,0,0,1,1,0,0,0
The Railway Man ,2013,18000000,4435083,116,15,27882,7.1,English,Australia,39463,0,0,0,0,0,1,0,1,1,0
The White Ribbon ,2009,12000000,2222647,144,15,52958,7.8,German,Germany,167,0,0,0,0,0,0,0,1,1,0
The Wraith ,1986,2700000,3500000,93,15,10082,5.9,English,USA,2319,1,0,0,1,1,1,0,1,0,0
The Salton Sea ,2002,18000000,676698,103,15,26730,7.2,English,USA,4094,0,0,0,0,1,0,0,1,1,1
One Man's Hero ,1999,11350000,229311,121,15,899,6.2,English,Spain,2705,1,0,0,0,0,1,0,1,1,0
Renaissance ,2006,14000000,63260,105,15,14325,6.7,English,France,1185,1,0,0,1,1,0,0,1,0,0
Superbad ,2007,20000000,121463226,119,15,422606,7.6,English,USA,17584,0,0,0,0,0,0,1,0,0,0
Step Up 2: The Streets ,2008,23000000,58006147,98,12A,67653,6.2,English,USA,816,0,0,0,0,0,1,0,1,1,0
Hoodwinked! ,2005,17500000,51053787,80,PG,45900,6.5,English,USA,14385,1,0,0,0,0,0,1,1,0,1
Hotel Rwanda ,2004,17500000,23472900,121,12A,264533,8.1,English,UK,4142,0,0,0,0,0,0,0,1,1,0
Hitman ,2007,24000000,39687528,94,15,140780,6.3,English,France,2124,1,0,0,0,1,0,0,0,1,1
Black Nativity ,2013,17500000,7017178,93,PG,1633,4.4,English,USA,1373,0,0,0,0,0,0,0,1,1,0
City of Ghosts ,2002,17500000,325491,116,15,4387,6,English,USA,245,0,0,0,0,1,0,0,0,1,1
The Others ,2001,17000000,96471845,101,12A,268581,7.6,English,USA,956,0,0,1,0,1,0,0,1,0,0
Aliens ,1986,18500000,85200000,154,15,488537,8.4,English,USA,4228,1,1,0,1,0,0,0,0,0,0
I Know What You Did Last Summer ,1997,17000000,72219395,99,15,105585,5.6,English,USA,50284,0,0,0,0,1,0,0,1,0,0
Let's Be Cops ,2014,17000000,82389560,104,15,106820,6.5,English,USA,3627,0,0,0,0,0,0,1,0,0,0
Sideways ,2004,12000000,71502303,126,15,149966,7.5,English,USA,2170,0,1,0,0,0,1,1,0,1,0
Beerfest ,2006,17500000,19179969,110,15,54710,6.3,English,USA,35345,0,0,0,0,0,0,1,0,0,0
Halloween ,1978,300000,47000000,101,15,157857,7.9,English,USA,4400,0,0,0,0,1,0,0,1,0,0
Hero ,2002,31000000,84961,80,12A,149414,7.9,Mandarin,China,6229,1,1,0,0,0,0,0,1,0,0
Good Boy! ,2003,17000000,37566230,87,PG,3407,5.1,English,USA,2164,0,0,1,1,0,0,1,1,1,0
The Best Man Holiday ,2013,17000000,70492685,123,15,11600,6.7,English,USA,5306,0,0,0,0,0,0,1,0,1,0
Smokin' Aces ,2006,17000000,35635046,109,15,121058,6.7,English,UK,19410,1,0,0,0,1,0,0,0,1,1
Saw 3D: The Final Chapter ,2010,20000000,45670855,90,15,67978,5.6,English,Canada,1978,0,0,0,0,0,0,0,1,0,0
40 Days and 40 Nights ,2002,17000000,37939782,96,15,62272,5.6,English,USA,3294,0,0,0,0,0,1,1,0,0,0
TRON: Legacy ,2010,170000000,172051787,125,PG,264186,6.8,English,USA,25549,1,1,0,1,0,0,0,0,0,0
A Night at the Roxbury ,1998,17000000,30324946,82,12A,48458,6.2,English,USA,9271,0,0,0,0,0,1,1,1,0,0
Beastly ,2011,17000000,27854896,86,12A,64190,5.6,English,USA,17396,0,0,1,0,0,1,0,0,1,0
The Hills Have Eyes ,2006,15000000,41777564,108,15,129719,6.4,English,USA,4500,0,0,0,0,0,0,0,1,0,0
Dickie Roberts: Former Child Star ,2003,17000000,22734486,98,12A,11815,5.6,English,USA,2713,0,0,0,0,0,0,1,0,0,0
"McFarland, USA ",2015,17000000,44469602,129,PG,23480,7.4,English,USA,952,0,0,0,0,0,0,0,1,1,0
Pitch Perfect ,2012,17000000,64998368,112,12A,213898,7.2,English,USA,12676,0,0,0,0,0,1,1,1,0,0
Summer Catch ,2001,34000000,19693891,108,12A,12993,4.9,English,USA,3344,0,0,0,0,0,1,1,1,1,0
A Simple Plan ,1998,17000000,16311763,121,15,50656,7.5,English,UK,2365,0,0,0,0,1,0,0,0,1,1
They ,2002,17000000,12693621,89,12A,10885,4.8,English,USA,4060,0,0,0,0,1,0,0,1,0,0
Larry the Cable Guy: Health Inspector ,2006,4000000,15655665,89,12A,9104,3.1,English,USA,2135,0,0,0,0,0,1,1,0,0,0
The Adventures of Elmo in Grouchland ,1999,17000000,11634458,73,U,2045,5.8,English,USA,2020,0,1,1,0,0,0,1,1,0,0
Brooklyn's Finest ,2009,17000000,27154426,132,15,52852,6.7,English,USA,6317,0,0,0,0,1,0,0,0,1,1
Evil Dead ,2013,17000000,54239856,96,15,125016,6.5,English,USA,673,0,0,0,0,0,0,0,1,0,0
My Life in Ruins ,2009,17000000,8662318,98,12A,15033,5.9,English,USA,2016,0,0,0,0,0,1,1,0,0,0
American Dreamz ,2006,19000000,7156725,107,12A,22639,5.5,English,USA,5992,0,0,0,0,0,0,1,1,0,0
Superman IV: The Quest for Peace ,1987,17000000,15681020,134,PG,33570,3.6,English,UK,3007,1,1,0,1,0,0,0,1,0,0
Running Scared ,2006,17000000,6855137,122,15,88590,7.4,English,Germany,27381,1,0,0,0,1,0,0,0,1,1
Shanghai Surprise ,1986,17000000,2315683,97,12A,4081,3,English,UK,805,0,1,0,0,0,1,0,0,1,1
The Illusionist ,2006,16000000,39825798,110,12A,295375,7.6,English,USA,4210,0,0,0,0,1,1,0,1,1,0
Roar ,1981,17000000,2000000,102,PG,1275,6.4,English,USA,1262,0,1,0,0,1,0,0,1,0,0
Escobar: Paradise Lost ,2014,17000000,106869,120,15,13762,6.6,English,France,14492,0,0,0,0,1,1,0,0,1,1
Southland Tales ,2006,17000000,273420,160,15,32671,5.5,English,France,2340,0,0,0,1,1,0,1,1,0,0
The Apparition ,2012,17000000,4930798,83,12A,16268,4.1,English,USA,730,0,0,0,0,1,0,0,1,0,0
My Girl ,1991,16500000,59847242,102,12A,55895,6.8,English,USA,5433,0,0,0,0,0,1,1,1,1,0
Fur: An Imaginary Portrait of Diane Arbus ,2006,16800000,220914,122,15,13239,6.5,English,USA,25173,0,0,0,0,0,1,0,1,1,0
The Illusionist ,2006,16000000,39825798,110,12A,295375,7.6,English,USA,4210,0,0,0,0,1,1,0,1,1,0
Wall Street ,1987,15000000,43848100,126,15,119150,7.4,English,USA,1607,0,0,0,0,0,0,0,0,1,1
Sense and Sensibility ,1995,16500000,42700000,136,PG,78392,7.7,English,USA,41059,0,0,0,0,0,1,0,0,1,0
Becoming Jane ,2007,16500000,18663911,120,PG,46204,7.1,English,UK,12554,0,0,0,0,0,1,0,1,1,0
Sydney White ,2007,16500000,11702090,108,12A,37700,6.3,English,USA,2785,0,0,0,0,0,1,1,0,0,0
House of Sand and Fog ,2003,15000000,13005485,126,15,56665,7.6,English,USA,2282,0,0,0,0,0,0,0,0,1,0
Dead Poets Society ,1989,16400000,95860116,128,PG,277451,8,English,USA,51609,0,0,0,0,0,0,1,0,1,0
Dumb & Dumber ,1994,16000000,127175354,113,12A,288451,7.3,English,USA,2985,0,0,0,0,0,0,1,0,0,0
When Harry Met Sally... ,1989,16000000,92823600,89,15,149108,7.6,English,USA,485,0,0,0,0,0,1,1,0,1,0
The Verdict ,1982,16000000,54000000,129,15,26310,7.8,English,USA,2330,0,0,0,0,0,0,0,0,1,0
Road Trip ,2000,15600000,68525609,94,15,132963,6.5,English,USA,3889,0,0,0,0,0,0,1,0,0,0
Varsity Blues ,1999,16000000,52885587,106,15,35312,6.4,English,USA,23369,0,0,0,0,0,1,1,1,1,0
The Artist ,2011,15000000,44667095,100,12A,190030,8,English,France,4606,0,0,0,0,0,1,1,0,1,0
The Unborn ,2009,16000000,42638165,89,12A,42182,4.8,English,USA,12183,0,0,1,0,1,0,0,1,1,0
Moonrise Kingdom ,2012,16000000,45507053,94,12A,237848,7.8,English,USA,27911,0,1,0,0,0,1,1,0,1,0
The Texas Chainsaw Massacre: The Beginning ,2006,16000000,39511038,83,15,56269,5.9,English,USA,26402,0,0,0,0,0,0,0,1,0,0
The Young Messiah ,2016,18500000,6462576,111,12A,1449,5.4,English,USA,824,0,0,0,0,0,0,0,0,1,0
The Master of Disguise ,2002,16000000,40363530,80,PG,18254,3.3,English,USA,3058,0,0,0,0,0,0,1,1,0,0
Pan's Labyrinth ,2006,13500000,37623143,112,15,467234,8.2,Spanish,Spain,1322,0,0,1,0,0,0,0,1,1,0
See Spot Run ,2001,35000000,33357476,94,PG,7392,5.4,English,USA,4194,1,0,0,0,0,0,1,1,0,1
Baby Boy ,2001,16000000,28734552,130,15,9566,6.4,English,USA,3107,0,0,0,0,1,1,0,0,1,1
The Roommate ,2011,16000000,37300107,91,12A,29147,4.8,English,USA,5349,0,0,0,0,1,0,0,1,1,0
Joe Dirt ,2001,17700000,27087695,91,12A,41664,5.9,English,USA,2543,0,1,0,0,0,0,1,0,1,0
Double Impact ,1991,15000000,30102717,110,15,28736,5.5,English,USA,874,1,0,0,0,0,0,0,0,0,1
Hot Fuzz ,2007,8000000,23618786,121,15,352695,7.9,English,UK,485,1,0,0,0,0,0,1,1,0,0
The Women ,2008,16500000,26896744,114,12A,16582,4.9,English,USA,3485,0,0,0,0,0,0,1,0,1,0
Vicky Cristina Barcelona ,2008,15500000,23213577,96,12A,198111,7.2,English,Spain,19894,0,0,0,0,0,1,0,0,1,0
Bad Moms ,2016,20000000,55461307,100,15,4654,6.7,English,USA,18786,0,0,0,0,0,0,1,0,0,0
Boys and Girls ,2000,16000000,20627372,94,12A,13661,5.3,English,USA,3451,0,0,0,0,0,1,1,0,1,0
White Oleander ,2002,16000000,16346122,109,12A,25549,7.2,English,USA,2572,0,0,0,0,0,0,0,0,1,0
Jennifer's Body ,2009,16000000,16204793,107,15,92712,5.1,English,USA,24805,0,0,1,0,0,0,1,1,0,0
Drowning Mona ,2000,16000000,15427192,96,12A,11768,5.6,English,USA,11078,0,0,0,0,0,0,1,1,0,1
Radio Days ,1987,16000000,14792779,88,PG,24256,7.6,English,USA,1653,0,0,0,0,0,0,1,0,0,0
Left Behind ,2014,16000000,13998282,110,12A,24854,3.1,English,USA,15044,1,0,1,0,1,0,0,1,1,0
Remember Me ,2010,16000000,19057024,113,12A,113963,7.2,English,USA,22088,0,0,0,0,0,1,0,0,1,0
How to Deal ,2003,16000000,14108518,101,12A,8215,5.7,English,USA,1882,0,0,0,0,0,1,1,0,1,0
My Stepmother Is an Alien ,1988,20000000,13854000,105,12A,21079,5.2,English,USA,14677,0,0,0,1,0,1,1,0,0,0
Philadelphia ,1993,26000000,77324422,125,12A,178731,7.7,English,USA,33865,0,0,0,0,0,0,0,0,1,0
The Thirteenth Floor ,1999,16000000,15500000,100,15,51996,7,English,Germany,2389,0,0,0,1,1,0,0,1,0,0
Duets ,2000,15000000,4734235,112,15,8217,6,English,USA,1227,0,0,0,0,0,0,1,1,1,0
Hollywood Ending ,2002,16000000,4839383,112,12A,21613,6.6,English,USA,12766,0,0,0,0,0,1,1,0,0,0
Detroit Rock City ,1999,15000000,4193025,95,15,30682,6.8,English,USA,2518,0,0,0,0,0,0,1,1,0,0
Highlander ,1986,16000000,5900000,110,15,98629,7.2,English,UK,1852,1,1,1,0,0,0,0,0,0,0
Things We Lost in the Fire ,2007,16000000,2849142,118,15,24104,7.2,English,USA,1889,0,0,0,0,0,0,0,0,1,0
Steel ,1997,16000000,1686429,97,12A,8687,2.8,English,USA,3100,1,0,0,1,0,0,0,0,0,1
The Immigrant ,2013,16000000,1984743,120,15,20616,6.6,English,USA,11019,0,0,0,0,0,1,0,0,1,0
The White Countess ,2005,16000000,1666262,135,12A,5321,6.7,English,UK,2096,0,0,0,0,0,1,0,1,1,0
Trance ,2013,20000000,2319187,101,15,92640,7,English,UK,5056,0,0,0,0,1,0,0,1,1,1
Soul Plane ,2004,16000000,13922211,92,15,18271,4.4,English,USA,3935,0,0,0,0,0,0,1,0,0,0
Good ,2008,15000000,23091,92,15,5664,6.2,English,UK,11091,0,0,0,0,0,1,0,1,1,0
Vamps ,2012,16000000,2964,92,12A,7444,5.1,English,USA,3086,0,0,0,0,0,1,1,1,0,0
The Homesman ,2014,16000000,2428883,122,15,21370,6.6,English,USA,2896,0,0,0,0,0,0,0,1,1,0
Juwanna Mann ,2002,15600000,13571817,91,12A,5312,4.5,English,USA,3104,0,0,0,0,0,1,1,1,1,0
Slow Burn ,2005,15500000,1181197,93,15,3299,5.9,English,USA,4329,0,0,0,0,1,0,0,1,1,0
Wasabi ,2001,15300000,81525,94,15,29392,6.6,French,France,303,1,0,0,0,1,0,1,0,1,1
Slither ,2006,15500000,7774730,95,15,61912,6.5,English,Canada,1120,0,0,0,1,0,0,1,1,0,0
Beverly Hills Cop ,1984,14000000,234760500,105,15,126464,7.3,English,USA,3464,1,0,0,0,0,0,1,0,0,1
Home Alone ,1990,18000000,285761243,103,PG,311075,7.5,English,USA,7521,0,0,0,0,0,0,1,1,0,0
3 Men and a Baby ,1987,11000000,167780960,102,PG,36918,5.9,English,USA,21499,0,0,0,0,0,0,1,1,1,0
Tootsie ,1982,22000000,177200000,116,PG,77366,7.4,English,USA,14701,0,0,0,0,0,1,1,0,1,0
Top Gun ,1986,15000000,176781728,110,PG,219171,6.9,English,USA,13069,1,0,0,0,0,1,0,0,1,0
American Beauty ,1999,15000000,130058047,122,15,822500,8.4,English,USA,19078,0,0,0,0,0,0,0,0,1,0
The King's Speech ,2010,15000000,138795342,118,15,503631,8,English,UK,15732,0,0,0,0,0,1,0,1,1,0
Twins ,1988,15000000,111936400,107,PG,87538,6,English,USA,2151,0,0,0,0,0,0,1,0,0,1
The Yellow Handkerchief ,2008,15500000,317040,102,12A,6723,6.8,English,USA,30978,0,0,0,0,0,1,0,0,1,0
The Color Purple ,1985,15000000,94175854,154,12A,60988,7.8,English,USA,2592,0,0,0,0,0,0,0,0,1,0
The Imitation Game ,2014,14000000,91121452,114,12A,467613,8.1,English,UK,20295,0,0,0,0,1,0,0,1,1,0
Private Benjamin ,1980,10000000,69800000,109,15,18140,6.1,English,USA,2419,0,0,0,0,0,0,1,1,0,0
Diary of a Wimpy Kid ,2010,15000000,64001297,94,PG,32002,6.2,English,USA,20154,0,0,0,0,0,0,1,1,0,0
Mama ,2013,20000000,71588220,100,12A,134869,6.2,English,Canada,1949,0,0,1,0,0,0,0,1,0,0
Halloween ,1978,300000,47000000,101,15,157857,7.9,English,USA,4400,0,0,0,0,1,0,0,1,0,0
National Lampoon's Vacation ,1983,15000000,61400000,98,15,71183,7.4,English,USA,3617,0,1,0,0,0,0,1,0,0,0
Bad Grandpa ,2013,15000000,101978840,102,15,77724,6.6,English,USA,1018,0,0,0,0,0,0,1,0,0,0
The Queen ,2006,9800000,56437947,94,12A,85333,7.3,English,UK,486,0,0,0,0,0,0,0,1,1,0
Beetlejuice ,1988,15000000,73326666,92,PG,189413,7.5,English,USA,1953,0,0,1,0,0,0,1,0,0,0
Why Did I Get Married? ,2007,15000000,55184721,113,12A,9811,5.6,English,USA,6510,0,0,0,0,0,0,1,0,1,0
Little Women ,1994,15000000,50003300,115,PG,36624,7.3,English,USA,29370,0,0,0,0,0,1,0,1,1,0
